Phrase_a_traduire,Phrase_traduite,Sortie_modele
he took advantage of the good weather to do some gardening,il profita du beau temps pour faire un peu de jardinage,il a profité du bon temps pour faire un peu de bien
he neither smokes nor drinks,il n'a jamais fumé ni bu,il ne fume ni boire
she can't write or read,elle ne peut ni écrire ni lire,elle ne peut écrire ou lire
could you solve the problem,pourrais tu résoudre le problème ,pourriez vous résoudre le problème
a time bomb went off in the airport killing thirteen people,une bombe à retardement a explosé dans l’aéroport tuant treize personnes,une fois de la bombe se mit à l'aéroport de vingt ans
it is impossible for him to do it,il lui est impossible de le faire,il lui est impossible de le faire
france is to the south of england,la france est au sud de l'angleterre,la france est au sud de l'angleterre
give me a toothpick,donne moi un cure dent,donne moi un américain
the rumor turned out to be false,la rumeur se révéla fausse,la rumeur se tenait une mauvaise impression
i want you to handle it,je veux que vous vous en chargiez,je veux que vous vous le faites
are you american,êtes vous étasuniennes,êtes vous américaine
i was so disappointed,j'étais tellement déçue,j'étais si déçu
what're you doing about this,que fais tu à ce sujet,que faites tu de ceci 
can we stop,pouvons nous arrêter,pouvons nous arrêter
your demands are unreasonable,vos exigences sont déraisonnables,vos exigences sont chose à bord
what do bees eat,que mangent les abeilles,que font les abeilles
anything you say can be used against you,tout ce que vous dites peut être utilisé contre vous,tout ce que vous dites peut être utilisé contre vous
i like you a great deal,je vous aime fort,je t'aime un grand affaire
how many audiobooks do you have on your ipod,combien de livres audio as tu sur ton ipod,combien de livres as tu sur ton pantalon
where did you sleep last night,où avez vous couché la nuit dernière,où as tu dormi la nuit dernière
if you want something done ask a busy person to do it,si tu veux que quelque chose soit fait demande à quelqu'un d'occupé de le faire,si vous voulez quelque chose il y a une personne occupé pour le faire
an old proverb says that time is money,un vieux proverbe dit que le temps c'est de l'argent,un vieux proverbe dit que l'argent est d'argent
she is certain to pass the exam,elle est certaine de réussir les examens,elle est certaine de réussir l'examen
i made up my mind to go there,je me décidai à y aller,je me suis décidé d'y aller
tom is our family doctor,tom est notre médecin traitant,tom est notre médecin
tom knew mary wouldn't want to go,tom savait que mary ne voudrait pas y aller,tom savait que mary ne voulait pas y aller
i knew i could do it,je savais que je pouvais le faire,je savais que je pourrais le faire
that was wrong of course,c'était mal bien sûr,c'était tout à fait sûr
she was fined 10 dollars for that,elle a eu une amende de 10 dollars pour ça,elle a été à 10 dollars pour cela
i like both,j'aime les deux,j'aime les deux
he regretted it afterwards,il l'a regretté après coup,il l'a tiré après
my doctor told me to quit smoking,mon médecin m'a dit d'arrêter de fumer,mon médecin m'a dit d'arrêter de fumer
she had good reason to file for a divorce,elle avait une bonne raison de demander le divorce,elle était bonne raison pour sauter pour un divorce
i'm pressing charges,j'engage des poursuites,je suis fait des apparences
it is obvious that he is right,il est évident qu'il a raison,il est évident qu'il a raison
there are still many things left to do,il reste encore beaucoup à faire,il y a encore beaucoup de choses à faire
she has a picture,elle dispose d'une photo,elle a une photo
he has a large truck,il a un grand camion,il a un grand camion
it would be better if you didn't eat before going to bed,ça serait mieux si tu ne mangeais pas avant d'aller au lit,il serait mieux si tu ne manges pas avant d'aller au lit
what do you have in your bag,qu'as tu dans ton sac,qu'as tu dans ton sac
keep focused on your work,reste concentré sur ton travail,restez hors de votre travail
tom was a great help to me,tom me fut d'un grand secours,tom était un grand aide
how many aunts and uncles do you have,combien d'oncles et de tantes avez vous,combien de temps et de combien de temps avez vous
he makes fun of everybody,il se moque de tout le monde,il se rend amusant de tout le monde
they started dancing,ils commencèrent à danser,ils se sont mis en train de danser
i seldom eat dairy products,je mange rarement de produits laitiers,je mange rarement des produits de produits
do you think this is some kind of game,pensez vous qu'il s'agisse d'un genre de jeu,pensez vous que c'est un genre de jeu
i can't hear it,je n'arrive pas à l'entendre,je ne peux pas l'entendre
you'd better start now,tu ferais mieux de commencer maintenant,vous feriez mieux de commencer maintenant
tom has been watching tv all day,tom a regardé la télé toute la journée,tom a fait regarder la télévision toute la journée
for here or to go,pour consommer sur place ou à emporter,pour le point ou y aller
i have small hands,j'ai de petites mains,j'ai de petites mains
i knew you'd have a good time,je savais que tu passerais du bon temps,je savais que vous seriez bon temps
did tom talk to you about mary,tom vous a il parlé de mary,tom t'a t il parlé de mary
a square is both a rectangle and a rhombus,un carré est à la fois un rectangle et un losange,une inspiration est un seul seul à un raté
the water was cold,l'eau était froide,l'eau était froid
they studied the map to find a short cut,ils étudièrent la carte pour trouver un raccourci,ils ont étudié la carte de trouver une courte inspiration
what were you doing when i called this morning,que faisais tu quand j'ai appelé ce matin ,que faisiez vous quand j'ai appelé ce matin
the talk was peppered with scientific jargon that no one understood,le discours était parsemé de jargon scientifique que personne n'a compris,on était une seule inspiration qui ne fut pas compris
this cookbook has recipes for every imaginable occasion,ce livre de cuisine a des recettes pour n'importe quelle occasion,ce téléphone a marché pour chaque expérience
you can't keep this a secret,tu ne peux pas le garder secret,vous ne pouvez pas garder ceci secret
he was sharpening a knife,il aiguisait un couteau,il était un couteau
a dna test showed he was innocent,un test a d n prouva son innocence,un test de téléphone il était innocent
i don't think i can help you,je ne pense pas parvenir à vous aider,je ne pense pas que je puisse t'aider
does that price include tax,ce prix est il toutes taxes incluses ,ce prix est il ouvert
i think it's time for me to get a new pair of glasses,je pense qu'il est temps que je trouve une nouvelle paire de lunettes,je pense qu'il est temps pour me mettre une nouvelle paire de lunettes
we need a map,il nous faut une carte,nous avons besoin d'une carte
i'm not too convinced,je n'en suis pas trop convaincu,je ne suis pas trop convaincue
not all criminals should go to jail,tous les criminels ne devraient pas aller en prison,tous les étudiants ne devraient pas aller en prison
we found it in the park,on l'a trouvée dans le parc,nous l'avons trouvé dans le parc
i had to go to america,je dus me rendre en amérique,il me fallait aller en amérique
it's starting to grow on us,nous commençons à y être sensibilisés,il commence à nous pousser dessus
stay a little longer,reste encore un peu,restez un peu plus longtemps
science is cool,la science c'est sympa,la science est sympa
put the tables end to end,mettez les tables bout à bout,mettez les t il des genoux
they told me about it,ils m'en ont parlé,ils m'ont parlé
are you in a bad mood or something,es tu de mauvaise humeur ou quoi,êtes vous dans une mauvaise habitude ou quelque chose
he will always be with you,il sera toujours avec vous,il sera toujours avec toi
i love you the best of all,c'est toi que de toutes j'aime le plus,je t'aime du mieux de tout
look closely,regarde attentivement,regarde attentivement
i told tom to take off his shoes,j'ai dit à tom d'enlever ses chaussures,j'ai dit à tom de perdre ses chaussures
the lawn mower needs gas to operate,la tondeuse à gazon a besoin d'essence pour fonctionner,la pelouse a besoin de l'essence pour travailler
sometimes i get carried away,je me laisse parfois emporter,parfois je me suis endormi
tom doesn't put sugar in his coffee,tom ne met pas de sucre dans son café,tom ne mit pas de sucre dans son café
my father works in a factory,mon père travaille en usine,mon père travaille dans une usine
a good idea came into my head,une bonne idée m'a traversé l'esprit,une bonne idée
be sure to look over your paper again before you hand it in,assure toi de revoir ta copie avant de la remettre,sois sûre de regarder votre papier avant de la main avant de la main
i hope you can forgive me,j'espère que vous pouvez me pardonner,j'espère que vous pouvez me pardonner
