Phrase_a_traduire,Phrase_traduite,Sortie_modele
 <start> don t be afraid to experiment . <end>, <start> n ayez pas peur de pratiquer des experiences ! <end>,n aie pas peur de pratiquer des experiences ! 
 <start> those standing were all men . <end>, <start> ceux qui se tenaient debout etaient tous des hommes . <end>,ceux ci sont toutes les hommes . 
 <start> keep a box of baking soda in the fridge to keep it smelling clean . <end>, <start> conservez une boite de poudre a lever dans le refrigerateur pour qu il continue a sentir propre . <end>,garde une boite de poudre a lever dans le refrigerateur pour qu il continue a sentir propre . 
 <start> whose phone is this ? <end>, <start> a qui est ce telephone ? <end>,a qui est ce telephone ? 
 <start> we need action . <end>, <start> nous avons besoin d action . <end>,nous avons besoin d actes . 
 <start> what do you mean ? <end>, <start> que veux tu dire ? <end>,que voulez vous dire ? 
 <start> i thought it would be an opportunity for you to improve your french . <end>, <start> j ai pense que ce serait une occasion pour vous d ameliorer votre francais . <end>,je pensais que ce serait une occasion pour toi d ameliorer ton francais . 
 <start> you re overconfident . <end>, <start> tu as trop confiance en toi . <end>,tu es sur entrainiez . 
 <start> we re all after the same thing . <end>, <start> nous sommes tous apres la meme chose . <end>,nous sommes toutes apres la meme chose . 
 <start> you are as tall as my sister . <end>, <start> tu es aussi grande que ma s ur . <end>,tu es aussi grande que ma s ur . 
 <start> he looked up the word in his dictionary . <end>, <start> il chercha le mot dans son dictionnaire . <end>,il leva ce mot dans son dictionnaire . 
 <start> do you want the long version or the short version ? <end>, <start> veux tu la version longue ou la version courte ? <end>,veux tu la version longue ou abregee ? 
 <start> lawyers and auto mechanics are the people i trust the least . <end>, <start> les avocats et les mecaniciens auto sont les gens en qui j ai le moins confiance . <end>,les avocats et les mecaniciens ensuite sont les gens en qui j en faites mieux au moins du moins . 
 <start> he got into bed . <end>, <start> il se mit au lit . <end>,il se mit au lit . 
 <start> it s the best hotel in this town . <end>, <start> c est le meilleur hotel de cette ville . <end>,c est le meilleur hotel de cette ville . 
 <start> tom didn t want to do anything . <end>, <start> tom ne voulait rien faire . <end>,tom ne voulait rien faire . 
 <start> tom is the only man in the world that is likely to break that record . <end>, <start> tom est le seul homme au monde qui est susceptible de battre ce record . <end>,tom est le seul homme au monde qui est susceptible de battre ce record . 
 <start> people change . there s not much you can do about it . <end>, <start> les gens changent . il n y a pas grand chose qu on puisse y faire . <end>,les gens changent . il n y a pas grand chose que vous puissiez y faire . 
 <start> i want you to fly to boston tomorrow . <end>," <start> je veux que tu voles vers boston , demain . <end>","je veux que tu voles vers boston , demain . "
 <start> i just don t want to say the wrong thing . <end>, <start> je veux juste ne pas dire la mauvaise chose . <end>,je ne veux tout simplement pas dire la mauvaise chose . 
" <start> you don t have to buy water , do you ? <end>"," <start> il ne te faut pas acheter d eau , si ? <end>","vous n etes pas oblige d acheter de l eau , n est ce pas ? "
 <start> he speaks russian . <end>, <start> il parle le russe . <end>,il parle russe . 
 <start> i stopped smoking . <end>, <start> j ai cesse de fumer . <end>,j ai arrete de fumer . 
 <start> leave your hat and overcoat in the hall . <end>, <start> pose ton chapeau et ton pardessus dans le hall . <end>,laisse ton chapeau et ton pardessus dans le hall . 
 <start> we all know tom . <end>, <start> nous connaissons tous tom . <end>,nous savons tous tom . 
 <start> we weren t happy . <end>, <start> nous n etions pas satisfaites . <end>,nous n etions pas heureux . 
 <start> there s no telling what he ll do next . <end>, <start> personne ne sait ce qu il fera ensuite . <end>,impossible de dire ce qu il fera ensuite . 
 <start> swimming is one thing i enjoy . <end>, <start> la natation est un de mes plaisirs . <end>,la natation est une chose que j apprecie bien . 
" <start> since i couldn t pay the rent , i asked him for help . <end>"," <start> comme je ne pouvais pas payer le loyer , je lui ai demande de l aide . <end>","comme je ne pouvais pas payer le loyer , je lui ai demande de l aide . "
 <start> this was easier than i thought . <end>, <start> c etait plus facile que je le pensais . <end>,c est plus facile que je ne pensais . 
" <start> according to the newspaper , he committed suicide . <end>"," <start> selon les journaux , il s est suicide . <end>",d apres le journal il s est suicide . 
 <start> she assisted her brother with his homework . <end>, <start> elle aidait son frere dans ses devoirs . <end>,elle aidait son frere dans ses devoirs . 
 <start> we were so worried . <end>, <start> nous etions si inquiets . <end>,nous etions si inquiets . 
 <start> i want to rent a car . <end>, <start> je voudrais louer une voiture . <end>,je veux louer une voiture . 
 <start> it would never have occurred to me to say anything like that . <end>, <start> il ne me serait jamais venu a l esprit de dire quelque chose de la sorte . <end>,il ne m est jamais venu a l esprit de dire quelque chose comme ca . 
 <start> we re extremely concerned about that . <end>, <start> nous sommes extremement preoccupes par cela . <end>,nous sommes extremement preoccupes par cela . 
 <start> such a proposal would only be turned down immediately . <end>, <start> une proposition pareille ne serait que rejetee aussitot . <end>,une proposition pareille ne serait rejetee qu immediatement . 
 <start> we saw the lady carried away to the hospital . <end>, <start> nous avons vu la femme emmenee a l hopital . <end>,nous avons vu la femme emmenee a l hopital . 
 <start> that s going to take a while . <end>, <start> ca va prendre du temps . <end>,ca va prendre un moment . 
 <start> i want to eat something . <end>, <start> je voudrais manger quelque chose . <end>,je veux manger quelque chose . 
 <start> i brought you this . <end>, <start> je vous ai apporte ceci . <end>,je vous ai apporte ceci . 
 <start> her husband is usually drunk . <end>, <start> son mari est generalement ivre . <end>,son mari est generalement ivre . 
 <start> i don t make mistakes . <end>, <start> je ne commets pas d erreurs . <end>,je ne me fais pas des erreurs . 
 <start> i thought it was stupid . <end>, <start> je pensai que c etait stupide . <end>,je pensais que c etait stupide . 
 <start> don t tell me to go home . <end>, <start> ne me dites pas de m en aller chez moi ! <end>,ne me dis pas de me rendre chez moi ! 
 <start> the museum is closed on mondays . <end>, <start> le musee est ferme le lundi . <end>,le musee est ferme le lundi . 
 <start> rain is forecast for this evening . <end>, <start> de la pluie est prevue dans la soiree . <end>,la pluie est convient a ce soir . 
 <start> we thought that we wouldn t be able to stop tom . <end>, <start> nous pensions que nous ne pourrions pas arreter tom . <end>,nous pensions que nous ne pourrions pas arreter tom . 
 <start> you must know tom pretty well . <end>, <start> vous devez connaitre tom assez bien . <end>,tu dois connaitre tom assez bien . 
 <start> your door was unlocked . <end>, <start> votre porte etait deverrouillee . <end>,ta porte etait deverrouillee . 
 <start> are you a policeman ? <end>, <start> es tu un policier ? <end>,etes vous un policier ? 
 <start> the revolution divided many families . <end>, <start> la revolution divisait de nombreuses familles . <end>,la revolution divisait de nombreuses familles . 
 <start> i was greatly impressed by the speech . <end>, <start> je fus grandement impressionnee par le discours . <end>,j ai ete grandement impressionnee par le discours . 
 <start> i just want a normal life . <end>, <start> je veux seulement une vie normale . <end>,je veux juste une vie normale . 
 <start> drop your weapons ! <end>, <start> laissez tomber vos armes ! <end>,laissez tomber les armes ! 
 <start> life is often compared to a voyage . <end>, <start> la vie est souvent comparee a un voyage . <end>,la vie est souvent comparee a un voyage . 
 <start> is there more ? <end>, <start> y a t il plus ? <end>,y a t il plus ? 
 <start> how old were you when your family moved to boston ? <end>, <start> quel age avais tu quand ta famille a demenage a boston ? <end>,quel age aviez vous quand votre famille a demenage a boston ? 
 <start> all the exams are now behind us . <end>, <start> tous les examens sont a present derriere nous . <end>,les examens sont disponibles derriere nous . 
 <start> that s what i thought you meant . <end>, <start> c est ce que je pensais que tu voulais dire . <end>,c est ce que je pensais que tu voulais dire . 
 <start> sit down with me . <end>, <start> assieds toi avec moi . <end>,assieds toi avec moi . 
 <start> tom has too many strange ideas . <end>, <start> tom a trop d idees etranges <end>,tom a trop d idees etrange . 
 <start> these houses were burnt down to the ground by the enemy . <end>, <start> ces maisons ont ete entierement brulees par l ennemi . <end>,ces maisons ont ete entierement brulees par l ennemi . 
" <start> what s up , dude ? <end>"," <start> comment ca va , mec ? <end>","qu y a t il , mec ? "
 <start> here he comes . <end>, <start> le voila . <end>,il vient . 
 <start> she cooked the dinner herself . <end>, <start> elle a elle meme cuisine le dejeuner . <end>,elle a cuisine a la diner . 
 <start> i ll call the chef . <end>, <start> je vais appeler le cuisinier . <end>,je vais appeler le chef . 
 <start> this soup is too salty to eat . <end>, <start> cette soupe est trop salee pour etre mangee . <end>,cette soupe est trop salee . 
" <start> sorry , i didn t hear you . <end>"," <start> desolee , je ne vous ai pas entendues . <end>","desole , je ne vous ai pas entendues . "
 <start> please remember to turn off the light before going to bed . <end>, <start> je te prie de te rappeler d eteindre la lumiere avant d aller au lit . <end>,"rappelle toi d eteindre la lumiere avant d aller me coucher , je te prie . "
 <start> i am staying at the hotel for the time being . <end>, <start> je reste a l hotel pour le moment . <end>,je reste a l hotel pour le moment . 
 <start> let s run to the bus stop . <end>, <start> courons jusqu a l arret de bus . <end>,courons jusqu a l arret de bus . 
 <start> you re much taller than tom is . <end>, <start> tu es bien plus grand que tom . <end>,tu es beaucoup plus grand que tom . 
 <start> tom and i used to fight a lot . <end>, <start> tom et moi nous battions beaucoup . <end>,"tom et moi , avant de dormir . "
 <start> she s worrying about her exams . <end>, <start> elle s inquiete pour ses examens . <end>,elle s inquiete de ses examens . 
