Phrase_a_traduire,Phrase_traduite,Sortie_modele
 <start> is there a garden in front of the house ? <end>, <start> y a t il un jardin devant la maison ? <end>,y a t il un jardin devant la maison ? 
 <start> why does this happen so often ? <end>, <start> pourquoi ceci arrive t il si souvent ? <end>,pourquoi ceci arrive t il si souvent ? 
 <start> how come you know english so well ? <end>, <start> comment se fait il que tu connaisses si bien l anglais ? <end>,comment se fait il que vous sachiez si bien l anglais ? 
 <start> tom bought a used car . <end>, <start> tom a achete une voiture d occasion . <end>,tom acheta une voiture d occasion . 
 <start> i m obviously very disappointed . <end>, <start> je suis evidemment tres decue . <end>,je suis evidemment tres decu . 
" <start> i m sorry , i forgot to do my homework . <end>"," <start> je suis desole , j ai oublie de faire mes devoirs . <end>","je suis desole , j ai oublie de faire mes devoirs . "
 <start> this question has often come up . <end>, <start> cette question est souvent revenue . <end>,cette question est souvent revenue . 
 <start> do you know where my recipe book is ? <end>, <start> savez ou se trouve mon livre de recettes ? <end>,savez vous ou est mon livre de recettes ? 
 <start> i don t know what i m going to do with you . <end>, <start> je ne sais pas ce que je vais faire avec toi . <end>,j ignore ce que je vais faire avec toi . 
 <start> i want to speak . <end>, <start> je veux parler . <end>,je veux parler . 
 <start> she read his letter again and again . <end>, <start> elle a lu sa lettre a maintes reprises . <end>,elle a lu sa lettre a maintes reprises . 
 <start> he let us go . <end>, <start> il nous laissa partir . <end>,il nous laissa partir . 
 <start> can we speak french ? <end>, <start> peut on parler francais ? <end>,pouvons nous parler francais ? 
 <start> i know better than to be believe such a rumor . <end>, <start> je ne suis pas assez bete pour croire une telle rumeur . <end>,je ne sais plus qu on croire a une telle erreur . 
 <start> i just want to thank you . <end>, <start> je veux simplement vous remercier . <end>,je veux juste vous remercier . 
 <start> i don t have any furniture . <end>, <start> je n ai aucun mobilier . <end>,je n ai aucun mobilier . 
 <start> things were never quite the same after that . <end>," <start> les choses ne furent jamais plus tout a fait les memes , apres ca . <end>",les choses ne furent jamais plus tout a fait . 
 <start> almost a third of the gunshot victims were teenagers . <end>, <start> presque un tiers des victimes de la fusillade furent des adolescents . <end>,presque un tiers des victimes de la fusillade etaient des adolescents . 
 <start> tom knows a lot of people . <end>, <start> tom connait beaucoup de gens . <end>,tom connait beaucoup de gens . 
 <start> a horse can run very fast . <end>, <start> un cheval peut courir tres vite . <end>,un cheval peut tourner tres rapidement . 
 <start> i know that i do not know . <end>, <start> je sais que je ne sais pas . <end>,je sais que je ne sais pas . 
 <start> i won t be quiet . <end>, <start> je ne serai pas tranquille . <end>,je ne vais pas rester silencieux . 
 <start> tom is unfaithful . <end>, <start> tom est infidele . <end>,tom est infidele . 
 <start> she made cookies for the children . <end>, <start> elle a fait des cookies pour les enfants . <end>,elle a confectionne des cookies pour les enfants . 
 <start> i m looking for a sweater . <end>, <start> je cherche un pull over . <end>,je cherche un chandail . 
 <start> i like my job just fine . <end>, <start> j apprecie bien mon travail . <end>,j aime bien mon travail . 
 <start> i thought you d be disappointed in me . <end>, <start> je pensais vous decevoir . <end>,je pensais que tu serais decu . 
 <start> i look forward to our next meeting . <end>, <start> je suis impatient que nous nous rencontrions a nouveau . <end>,j ai hate de notre depart de h . 
 <start> we ll have breakfast at . <end>, <start> nous irons petit dejeuner a h . <end>,nous irons petit dejeuner a h . 
 <start> we work every day but sunday . <end>, <start> nous travaillons chaque jour sauf le dimanche . <end>,nous travaillons tous les jours sauf le dimanche . 
 <start> i deserved that . <end>, <start> je meritais ca . <end>,je meritais ca . 
 <start> i ll hang onto it for now . <end>, <start> je vais le conserver pour l instant . <end>,je vais le conserver pour l instant . 
 <start> a few minutes walk brought us to the park . <end>," <start> apres quelques minutes de marche , nous etions au parc . <end>",quelques minutes de marche nous amenerent au parc . 
 <start> i suppose i ll have to be more careful in the future . <end>, <start> je suppose qu il me faudra etre plus prudente a l avenir . <end>,je pense qu il me faudra etre plus prudent a l avenir . 
 <start> i ve been worried all along . <end>, <start> je me suis fait du souci tout le long . <end>,je me suis fait du souci tout le long . 
 <start> you re a terrible person . <end>, <start> tu es un horrible individu . <end>,tu es une personne execrable . 
 <start> may i be of service ? <end>, <start> puis je etre utile ? <end>,puis je avoir un service ? 
 <start> she s playing monopoly . <end>, <start> elle joue a monopoly . <end>,elle joue a monopoly . 
 <start> he was intrigued . <end>, <start> il a ete intrigue . <end>,il a ete intrigue . 
 <start> we rent movies all the time . <end>, <start> nous louons des films tout le temps . <end>,nous louons des films tout le temps . 
 <start> tom has lost another umbrella . <end>, <start> tom a perdu un parapluie de plus . <end>,tom a perdu un parapluie de plus . 
 <start> garlic enhances the flavor of meals . <end>, <start> l ail renforce la saveur des plats . <end>,l ail renforce la saveur des plats . 
 <start> the solution was obvious . <end>, <start> la solution etait evidente . <end>,la solution etait evidente . 
 <start> drink this juice . <end>, <start> bois ce jus ! <end>,buvez ce jus ! 
 <start> the couple next door are fighting again . <end>, <start> le couple d a cote se dispute de nouveau . <end>,le couple d a cote se dispute de nouveau . 
 <start> i want to look like her . <end>, <start> je veux avoir le meme air qu elle . <end>,je veux ressembler a elle . 
" <start> if you have a problem with any of this , i need to know now . <end>"," <start> si quoi que ce soit de ceci vous pose probleme , j ai besoin de le savoir maintenant . <end>","si l un probleme , j ai besoin de le savoir maintenant . "
 <start> nobody contributed to the understanding of dreams as much as freud . <end>, <start> personne autant que freud n a contribue a la comprehension des reves . <end>,personne autant que freud n a contribue a la comprehension . 
 <start> where did you go fishing ? <end>, <start> ou etes vous allees pecher ? <end>,ou etes vous alle pecher ? 
 <start> you re going to be very proud of me . <end>, <start> tu vas etre tres fier de moi . <end>,tu vas etre tres fier de moi . 
 <start> i waited for a bus to come . <end>, <start> j ai attendu l arrivee du bus . <end>,j ai attendu un bus pour venir . 
 <start> i went to a shoe store yesterday . <end>, <start> j ai ete dans un magasin de chaussures hier . <end>,je suis alle a une seule fete hier . 
 <start> i hope you re not going to disappoint me . <end>, <start> j espere que vous ne me decevrez pas . <end>,j espere que vous ne me decevrez pas . 
 <start> what are your true feelings ? <end>, <start> quels sont tes veritables sentiments ? <end>,quels sont vos veritables sentiments ? 
 <start> you knew how to count to ten when you were two years old . <end>," <start> tu savais compter jusqu a dix , quand tu avais deux ans . <end>","tu savais compter jusqu a dix , quand tu avais deux ans . "
 <start> do you remember your grandfather ? <end>, <start> vous rappelez vous votre grand pere ? <end>,te rappelles tu ton grand pere ? 
 <start> we skied down the slope . <end>, <start> nous avons devale la pente a ski . <end>,nous avons devale la pente a ski . 
 <start> she sat beside me in church . <end>, <start> elle s assit pres de moi a l eglise . <end>,elle s assit en a moi a l eglise . 
 <start> did you settle the bill ? <end>, <start> as tu regle la note ? <end>,avez vous regle la note ? 
 <start> you re in danger . <end>, <start> tu es en danger . <end>,tu es en danger . 
 <start> what were her final words ? <end>, <start> quelles furent ses dernieres paroles ? <end>,que fut elle les derniers paroles ? 
 <start> he bought his son a camera . <end>, <start> il a achete un appareil photo a son fils . <end>,il acheta un appareil photo a son fils . 
 <start> the first step is always the hardest . <end>, <start> c est le premier pas qui compte . <end>,la premiere marche est toujours la plus difficile . 
 <start> i hope that i can do it . <end>, <start> j espere pouvoir le faire . <end>,j espere pouvoir le faire . 
 <start> i was not studying then . <end>, <start> je n etais pas en train d etudier a ce moment la . <end>,je n etais pas en train d etudier a la fois . 
 <start> mary applied moisturizing cream to her face . <end>, <start> marie a applique la creme hydratante sur son visage . <end>,mary a marque de la margarine a son visage . 
 <start> i ll do it my way this time . <end>," <start> cette fois , je le ferai a ma maniere . <end>",je vais le faire de ma facon . 
 <start> tom and mary adopted three children . <end>, <start> tom et mary ont adopte trois enfants . <end>,tom et mary ont adopte trois enfants . 
 <start> it s a scalp disease . <end>, <start> c est une maladie du cuir chevelu . <end>,c est une maladie du cuir chevelu . 
 <start> i think i can beat tom s record . <end>, <start> je pense pouvoir battre le record de tom . <end>,je pense pouvoir battre le record de tom . 
 <start> i really wish i could believe you . <end>, <start> je souhaiterais vraiment pouvoir vous croire . <end>,j espere vraiment pouvoir vous croire . 
" <start> last summer , i worked part time on the farm . <end>", <start> l ete dernier j ai travaille a temps partiel a la ferme . <end>,l ete dernier j ai travaille a temps partiel a la ferme . 
 <start> i thought you were serious . <end>, <start> je pensais que vous etiez serieuse . <end>,je pensais que tu etais serieux . 
 <start> i was at a job interview . <end>, <start> j etais a un entretien d embauche . <end>,j etais a un entretien d embauche . 
 <start> he noticed straight away . <end>, <start> il l a tout de suite remarque . <end>,il l a tout de suite remarque . 
 <start> i live here . <end>, <start> j habite ici . <end>,je vis ici . 
 <start> i m the only one planning to do that . <end>, <start> je ne suis pas la seule a prevoir de le faire . <end>,je ne suis pas le seul a avoir a le faire . 
 <start> the view from the top of the mountain was breathtaking . <end>, <start> la vue du sommet de la montagne etait a couper le souffle . <end>,la vue du sommet de la montagne etait a couper le souffle . 
 <start> my brother has a good memory . <end>, <start> mon frere a une bonne memoire . <end>,mon frere a une bonne memoire . 
 <start> they hate each other from the bottoms of their hearts . <end>, <start> ils se haissent du fond du c ur . <end>,ils se detestaient depuis l etat de leur c ur . 
 <start> is this your letter ? <end>, <start> s agit il de votre lettre ? <end>,est ce ta lettre ? 
 <start> have you written your report ? <end>, <start> as tu redige ton rapport ? <end>,avez vous ecrit votre rapport ? 
 <start> i thought it was hilarious . <end>, <start> je pensai que c etait hilarant . <end>,je pensais que c etait hilarant . 
