Phrase_a_traduire,Phrase_traduite,Sortie_modele
 <start> the twins are as alike as two peas in a pod . <end>, <start> les jumelles se ressemblent telles deux gouttes d eau . <end>,les jumeaux se ressemblent comme deux gouttes d eau . 
 <start> that boy is running . <end>, <start> ce garcon court . <end>,ce garcon court . 
 <start> i don t mind if it s hot . <end>, <start> ca ne me derange pas que ce soit chaud . <end>,ca ne me derange pas que ce soit chaud . 
 <start> when does he come ? <end>, <start> quand vient il ? <end>,quand est il venu ? 
 <start> where are we going next ? <end>, <start> ou irons nous apres ? <end>,ou allons nous apres ? 
 <start> are you sure everything s ok ? <end>, <start> tu es sur que tout va bien ? <end>,etes vous sur que tout va bien ? 
 <start> we got this chair for nothing because the lady next door didn t need it anymore . <end>, <start> nous avons eu cette chaise pour rien car la dame d a cote n en avais plus besoin . <end>,on a eu cette place gratis parce que la dame d a cote l en a plus . 
 <start> i thought that tom was kind . <end>, <start> je pensais que tom etait gentil . <end>,je pensais que tom etait gentil . 
 <start> his words surprised me . <end>, <start> ses paroles me surprirent . <end>,ses paroles m ont surpris . 
 <start> i don t know what else i can say . <end>, <start> je ne sais pas ce que je peux dire d autre . <end>,je ne sais pas quoi que ce soit d autre . 
 <start> we reached the station on time . <end>, <start> nous sommes parvenus a la gare a temps . <end>,nous parvinmes a la gare a temps . 
 <start> i m looking for a wallet . <end>, <start> je cherche un portefeuille . <end>,je cherche un portefeuille . 
 <start> i know this is hard for you . <end>, <start> je sais que c est dur pour toi . <end>,je sais que c est dur pour toi . 
 <start> she took him for all his money . <end>, <start> elle l a depouille . <end>,elle l a pris tout son argent . 
 <start> i cannot describe my feelings . <end>, <start> je ne peux pas decrire mes sentiments . <end>,je ne peux decrire mes sentiments . 
 <start> i hate math most of all . <end>, <start> je deteste surtout les maths . <end>,je deteste les plantes plus du tout . 
 <start> the weather report is bad . <end>, <start> le bulletin meteo est mauvais . <end>,le bulletin meteo est mauvais . 
" <start> thanks for the invitation , tom . <end>"," <start> merci pour l invitation , tom . <end>","merci pour l invitation , tom . "
 <start> i just can t stop crying . <end>, <start> je ne parviens simplement pas a m arreter de pleurer . <end>,je ne parviens simplement pas a m arreter de pleurer . 
 <start> do you have enough time to do that ? <end>, <start> as tu assez de temps pour faire ca ? <end>,avez vous assez de temps pour faire cela ? 
 <start> we ll have loads of fun . <end>, <start> on va bien se marrer . <end>,nous allons nous marrer . 
 <start> he has a beautiful tan . <end>, <start> il a un beau teint hale . <end>,il a un beau bronzage . 
 <start> i never had to worry about money . <end>, <start> je n ai jamais eu a m en faire pour l argent . <end>,je n ai jamais du me faire de l argent . 
 <start> it was easy for him to solve the problem . <end>, <start> ca lui fut facile de resoudre le probleme . <end>,il lui fut aise de resoudre ce probleme . 
 <start> are there any express trains ? <end>, <start> y a t il des trains express ? <end>,y a t il des trains express ? 
" <start> the more laws , the more offenders . <end>"," <start> plus il y a de lois , plus il y a de delinquants . <end>","plus il y a de lois , plus il y a de delinquants . "
 <start> i hear you were grounded . <end>, <start> j ai entendu dire que vous n avez pas pu vous envoler . <end>,j ai entendu dire que tu etais echoue . 
 <start> they hang out together all the time . <end>, <start> ils trainent tout le temps ensemble . <end>,ils trainent tout le temps ensemble . 
 <start> let him in . <end>, <start> laissez le entrer . <end>,laissez le entrer . 
 <start> that might not be so bad . <end>, <start> il se pourrait que ce ne soit pas si mauvais . <end>,cela ne serait peut etre pas si mauvais . 
" <start> tom was your french teacher , wasn t he ? <end>"," <start> tom fut votre professeur de francais , n est ce pas ? <end>","tom fut votre professeur de francais , n est ce pas ? "
 <start> does she like chocolate ? <end>, <start> est ce qu elle aime le chocolat ? <end>,est ce qu elle aime le chocolat ? 
 <start> i m afraid i have no experience . <end>, <start> je crains de ne pas avoir d experience . <end>,je crains de ne pas avoir d experience . 
 <start> yours was better . <end>, <start> le tien etait mieux . <end>,le tien etait meilleur . 
 <start> i thought you might want some breakfast . <end>, <start> j ai pense que vous pourriez vouloir un petit dejeuner . <end>,je pensais que vous pourriez vouloir un petit dejeuner . 
" <start> excuse me , i have to get off at the next stop . <end>"," <start> excusez moi , je dois descendre au prochain arret . <end>","excusez moi , je dois descendre au prochain arret . "
 <start> tom eats like a pig . <end>, <start> tom mange comme un cochon . <end>,tom mange comme un cochon . 
 <start> i just want them both to be happy . <end>, <start> je veux simplement qu ils soient tous les deux heureux . <end>,je veux simplement qu elles soient tous les deux heureux . 
 <start> what would you do if you were in my place ? <end>, <start> que feriez vous a ma place ? <end>,que feriez vous si vous etiez a ma place ? 
 <start> look up this word in the dictionary . <end>, <start> cherchez ce mot dans le dictionnaire . <end>,regarde ce mot dans le dictionnaire . 
 <start> would you be willing to write a letter for me ? <end>, <start> serais tu disposee a ecrire une lettre pour moi ? <end>,seriez vous disposee a ecrire une lettre pour moi ? 
 <start> i go to school by bicycle . <end>, <start> je me rends a l ecole en velo . <end>,je vais a l ecole en velo . 
 <start> i didn t want to surprise you . <end>, <start> je ne voulais pas te surprendre . <end>,je ne voulais pas vous surprendre . 
 <start> we ve finished . <end>, <start> nous avons termine . <end>,nous avons termine . 
 <start> how could you be so cruel ? <end>, <start> comment pourriez vous etre si cruel ? <end>,comment avez vous pu etre si cruel ? 
 <start> tom always asks for permission before he borrows my bicycle . <end>, <start> tom demande toujours la permission avant d emprunter mon velo . <end>,tom demande toujours la permission avant d emprunter mon velo . 
 <start> you re acting like a child . <end>, <start> tu agis comme un enfant . <end>,tu te comportes comme un enfant . 
 <start> i spoke loudly so that everyone could hear me . <end>," <start> je parlai fort , de maniere a ce que chacun puisse m entendre . <end>",j ai parle tres fort pour que chacun puisse m entendre . 
 <start> she s a glamorous girl . <end>, <start> c est une fille seduisante . <end>,c est une fille professionnelle . 
 <start> this is my book . <end>, <start> c est mon livre . <end>,c est mon livre . 
 <start> we re not done yet . <end>, <start> nous n en avons pas encore termine . <end>,nous n en avons pas termine . 
 <start> your cat will survive . <end>, <start> ton chat survivra . <end>,votre chat survivra . 
 <start> tom s here . <end>, <start> tom est la . <end>,tom est ici . 
 <start> we want to break off this negotiation . <end>, <start> nous voulons mettre fin a cette negociation . <end>,nous voulons y perdre la negociation . 
 <start> you re creative . <end>, <start> tu es creatif . <end>,tu es creatif . 
 <start> please keep quiet . <end>," <start> reste tranquille , s il te plait . <end>","reste tranquille , s il te plait . "
 <start> i felt a drop of rain . <end>, <start> je sentis une goutte de pluie . <end>,je me suis sentie une goutte de pluie . 
 <start> why are you flinching ? <end>, <start> pourquoi tressailles tu ? <end>,pourquoi es tu en train de te derober ? 
 <start> some voters waited hours to vote . <end>, <start> certains electeurs ont attendu des heures pour voter . <end>,certains electeurs ont attendu des heures pour voter . 
 <start> can you believe this is really happening ? <end>, <start> pouvez vous croire que ce soit vraiment en train d avoir lieu ? <end>,peux tu croire que ca soit vraiment en train de se produire ? 
 <start> there is a message for you . <end>, <start> il y a un message pour toi . <end>,il y a un message pour toi . 
 <start> it tasted sweet . <end>, <start> ca goutait sucre . <end>,ca avait un gout sucre . 
 <start> what was your favorite part ? <end>, <start> quelle etait votre partie preferee ? <end>,quelle a ete ta partie preferee ? 
 <start> i feel like another person . <end>, <start> je me sens comme si j etais une autre personne . <end>,j ai l impression d une personne personne . 
 <start> are you still sleepy ? <end>, <start> es tu encore endormi ? <end>,avez vous encore sommeil ? 
 <start> i ll think about it . <end>, <start> j y songerai . <end>,j y reflechirai . 
 <start> don t play with fire . <end>, <start> ne jouez pas avec le feu . <end>,ne jouez pas avec le feu . 
 <start> she advised him to take a long holiday . <end>, <start> elle lui a conseille de prendre de longues vacances . <end>,elle lui conseilla de prendre de longues vacances . 
 <start> music is universal . <end>, <start> la musique est universelle . <end>,la musique est universelle . 
 <start> take a deep breath and then relax . <end>, <start> respire a fond et ensuite relache toi . <end>,inspire profondement et puis relache toi . 
 <start> that s an awful idea . <end>, <start> c est une idee terrible . <end>,c est une idee atroce . 
 <start> you re good . <end>, <start> tu es bonne . <end>,tu es bonne . 
 <start> are we sinking ? <end>, <start> sommes nous en train de couler ? <end>,sommes nous en train de couler ? 
 <start> we haven t seen you for a long time . <end>, <start> nous ne t avons pas vu depuis longtemps . <end>,nous ne vous avons pas vus depuis longtemps . 
 <start> this was a stupid idea from the very start . <end>, <start> c etait une mauvaise idee depuis le debut . <end>,c etait une variete stupide de recommencer . 
 <start> can i call you back in twenty minutes ? <end>, <start> puis je te rappeler dans vingt minutes ? <end>,puis je te rappeler dans vingt minutes ? 
 <start> tensions were increasing . <end>, <start> les tensions montaient . <end>,les tensions montaient . 
 <start> you should buy her a gift card instead . <end>, <start> vous feriez mieux de lui acheter une carte cadeau . <end>,vous devriez lui acheter une carte cadeau . 
 <start> i ve already taken care of everything . <end>, <start> je me suis deja occupe de tout . <end>,je me suis deja occupe de tout . 
 <start> are you afraid of the dark ? <end>, <start> avez vous peur de l obscurite ? <end>,avez vous peur du noir ? 
 <start> he didn t respond to my question . <end>, <start> il n a pas repondu a ma question . <end>,il n a pas repondu a ma question . 
" <start> at last , we got to the lake . <end>"," <start> enfin , nous sommes parvenus au lac . <end>","enfin , nous arrivames au lac . "
